category,rating,text,label
Home_and_Kitchen,5.0,"These are so nice, sturdy, like the color choices too.",0
Home_and_Kitchen,5.0,It is nice bowl and have had a fast shipping!,0
Home_and_Kitchen,5.0,Great cup. Will last forever. Keeps things cool / warm.,0
Home_and_Kitchen,5.0,"Love them, just thought they would be a bit bigger!",0
Home_and_Kitchen,5.0,Excellent quality product. Perfect for my ccozinha.,0
Home_and_Kitchen,5.0,This fan is really pretty and I actually use it.,0
Home_and_Kitchen,1.0,"Super rough, not soft wash cloths, more like bar towels",0
Home_and_Kitchen,5.0,Like this little guy. Use it often. He is small.,0
Home_and_Kitchen,5.0,Perfect size .easy to unfold. Topremoves for storage. Love this.,0
Home_and_Kitchen,1.0,Does not do a very good job; difficult to use.,0
Home_and_Kitchen,5.0,frame was beautifully crafted and looks great with my picture.,0
Home_and_Kitchen,5.0,My hot cocoa is finally perfect! This product is fabulous,0
Home_and_Kitchen,5.0,i bought this for a friend and he loves it.,0
Home_and_Kitchen,5.0,Very soft and great quality for such a low price!,0
Home_and_Kitchen,5.0,Purchased as a Christmas gift.  She will love it.,0
Home_and_Kitchen,5.0,"accurate description, works great, came on time, i'm very happy!",0
Home_and_Kitchen,5.0,Use it in my Duvet cover. Fluffy and perfect fit!,0
Home_and_Kitchen,5.0,One of the softest blankets ever. So nice and cozy.,0
Home_and_Kitchen,5.0,"Smells great, and the fine mist dries quickly. My favorite.",0
Home_and_Kitchen,5.0,Exactly what I was expecting. perfect curtains for my bedroom.,0
Home_and_Kitchen,4.0,Just what I wanted to hang my pants and skirts.,0
Home_and_Kitchen,3.0,"It's kind of small, we were looking for something larger.",0
Home_and_Kitchen,4.0,A little pricey for what it is.,0
Home_and_Kitchen,5.0,works great & the charge kept up all day long,0
Home_and_Kitchen,5.0,This is a nice quality frame at a good price,0
Home_and_Kitchen,3.0,"Does the job, but nothing special. Not hard to install.",0
Home_and_Kitchen,5.0,Item as described and arrived in a timely manner.,0
Home_and_Kitchen,3.0,Bought 2 and sent one back because it didn't work,0
Home_and_Kitchen,5.0,"Made well holds all my make brushes, pencils, mascara etc.",0
Home_and_Kitchen,1.0,"sheds all over, would not buy it ever again. blanket.",0
Home_and_Kitchen,5.0,"Works great, it's Pyrex, I'd expect nothing less from them.",0
Home_and_Kitchen,5.0,"we like this little opener, real easy on my hands.",0
Home_and_Kitchen,5.0,Perfect. Love everything about them. Look great in my kitchen.,0
Home_and_Kitchen,5.0,air tight and it works great glad i got it,0
Home_and_Kitchen,5.0,Very cute and good quality fabric. Zippers worked well too.,0
Home_and_Kitchen,5.0,These were great to send my grandkids their Halloween treats,0
Home_and_Kitchen,5.0,Save a ton by using these instead of paper towels!,0
Home_and_Kitchen,2.0,These are so weak. They barely bring in any air.,0
Home_and_Kitchen,5.0,"Great set of glasses!  Good quality, comfortable to handle.",0
Home_and_Kitchen,4.0,It feels cool to the touch but is super hard.,0
Home_and_Kitchen,5.0,"So cute, made well my grand daughter will love this.",0
Home_and_Kitchen,5.0,Works as expected for connecting CCTV power supply to cameras.,0
Home_and_Kitchen,5.0,Very Soft ! Definitely better quality than I was expecting.,0
Home_and_Kitchen,5.0,Nice and contemporary. Great for the price. Easy to assemble.,0
Home_and_Kitchen,5.0,Super cute and appears to be great quality! Highly recommend!,0
Home_and_Kitchen,5.0,These are really cool actually.  My boyfriend loved them.,0
Home_and_Kitchen,5.0,Bought as a gift for a cousin.  Very nice.,0
Home_and_Kitchen,1.0,Stopped working after one use still waiting on my refund,0
Home_and_Kitchen,4.0,cute and reasonably price. I am happy with my purchase.,0
Home_and_Kitchen,5.0,Well received and comfortable. Gave as gift to dialysis patient.,0
Home_and_Kitchen,2.0,"do not expected to be so poor on quality ,",0
Home_and_Kitchen,5.0,Easy to review. The kid DDS love them!  Thanks,0
Home_and_Kitchen,3.0,"Really ruff under your feet, it feels very sturdy. I will keep my feet in the chair",1
Home_and_Kitchen,5.0,Order to place special photos on the wall.  We've had it for a couple of weeks and,1
Home_and_Kitchen,5.0,"baby like it! Thermal insulation helps to keep the food warmer.

The thermal insulation helps keep",1
Home_and_Kitchen,4.0,"I like it, just wish it had more wide opening. I also love that it's been made",1
Home_and_Kitchen,5.0,I love pyrex quality and this set is the best. I will be purchasing more in the future,1
Home_and_Kitchen,5.0,"Perfect for additional storage and convenience. The only problem is that it's not really a vacuum, but",1
Home_and_Kitchen,5.0,These smell great! I'm pretty happy with the quality and quality of this product!This is a,1
Home_and_Kitchen,2.0,The turquoise is almost neon. It's a very bright pink.,1
Home_and_Kitchen,5.0,"Easy to hold, and the material is nice and thick. I will keep my shelves in order and",1
Home_and_Kitchen,5.0,"Works great for chocolate, yogurt, or any other fruit. I also love that it's removable and",1
Home_and_Kitchen,5.0,Love it. I think I will buy more.Very nice set of knives!  I have one,1
Home_and_Kitchen,5.0,Nice small ottoman that does what it should.  Not too big or too small. ,1
Home_and_Kitchen,5.0,they look great in my kitchen. The only problem is that it's kind of hard to put the,1
Home_and_Kitchen,5.0,Bought this as a Father's Day gift and it's just what I needed!  I love,1
Home_and_Kitchen,5.0,"Great for winter months, very soft and comfortable.  I've slept on this for about a week",1
Home_and_Kitchen,3.0,Nice soft sheets but I find it difficult to put them on a bed that is too warm and doesn,1
Home_and_Kitchen,5.0,"This is a beautifully made, sturdy, and very comfortable chair.  It is very comfortable and functional",1
Home_and_Kitchen,3.0,Need to buy two to go with the wide wooden legs of the bedding. I have one in,1
Home_and_Kitchen,5.0,Very nice and sturdy. I use it as a long-term storage container for my small bags of,1
Home_and_Kitchen,5.0,"Just as good as original-type containers, the wooden handle is smooth and solid, the handle fits",1
Home_and_Kitchen,5.0,"Excellent, the grill looks very nice. The only problem is that it's not really a vacuum,",1
Home_and_Kitchen,5.0,"Nice large, sturdy canvas tote, and it's lightweight and comfortable.",1
Home_and_Kitchen,5.0,Good quality and good price. I love the look and feel of this pillow.,1
Home_and_Kitchen,1.0,"I ordered the light blue, and it arrived with a very small opening.  The yellow was just",1
Home_and_Kitchen,5.0,Purchased as a gift!  We have had this one for two months now and it's,1
Home_and_Kitchen,5.0,Very good price for product!I have had this for a few months now and have used it every,1
Home_and_Kitchen,5.0,"Gets all the shampoo &/or conditioner you want, and I will keep my shower in",1
Home_and_Kitchen,5.0,This is a mini-chair! Not a real chair. It is a full chair that is comfortable,1
Home_and_Kitchen,5.0,Happy with my purchase.  We have had the same mattress for a few months now and this one,1
Home_and_Kitchen,5.0,Works great to keep light on. The only problem is that it's kind of hard to put the,1
Home_and_Kitchen,5.0,"Bought for son in college, and he loves it!Very good quality.",1
Home_and_Kitchen,1.0,"Terrible, complete waste of money. Not a whole lot to say.",1
Home_and_Kitchen,4.0,It looks very nice in my bedroom and the materials are good.  I have a large one and,1
Home_and_Kitchen,5.0,Easy to put together and looks nice and the finish is good.  I have a large one and,1
Home_and_Kitchen,5.0,Just what I expected!!! Made a real difference in the quality of my kitchen!This is a pretty,1
Home_and_Kitchen,5.0,"I'm so glad I got this set, as it is a great deal for the price! ",1
Home_and_Kitchen,5.0,"Do the job, are adorable, and have the quality to make them a nice addition to the kitchen",1
Home_and_Kitchen,2.0,Too much work.  This is an easy way to make a smoothie that is perfect for the,1
Home_and_Kitchen,3.0,Just okay. Did not fit my containers well. We love this blanket.,1
Home_and_Kitchen,5.0,"As far as little plastic, it's fine, but I'm not sure how well it will hold",1
Home_and_Kitchen,5.0,"So nice, was a gift for a friend. We love this blanket.",1
Home_and_Kitchen,4.0,Skinnier than I thought. But it has the quality and design of a lot of other products,1
Home_and_Kitchen,5.0,Very quick shipping and excellent customer service.  Great value for the money!This is a great little,1
Home_and_Kitchen,5.0,"Works great, this design makes it easy to hang and it is a nice size for the size of",1
Home_and_Kitchen,5.0,Perfect! Works in your oven and has the right height. I also love that it's removable and,1
Home_and_Kitchen,5.0,"Service was great, can't wait to try it out!Very good quality.",1
Home_and_Kitchen,5.0,Arrived quickly and is the perfect size for the long haul.  I also have a large one,1
Home_and_Kitchen,1.0,"CHEAP CHINA.  Not a big deal, but it is a little pricey for a",1
Home_and_Kitchen,4.0,Gave to Mother as a gift. The quality is good but it's not really the best one,1
Home_and_Kitchen,3.0,"Great for spices but not for anything else.  Not good enough.Nice, sturdy, and functional",1
Home_and_Kitchen,1.0,My car smells no different after 3 weeks.  Snake oil.,0
Home_and_Kitchen,5.0,This pillow cushion is well constructed and easily washed. Very comfortable.,0
Home_and_Kitchen,5.0,Haven't used the big ones but the small ones work great!,0
Home_and_Kitchen,5.0,Takes out the mystery of when my meat is finished cooking,0
Home_and_Kitchen,3.0,Its nice to have an organizer large enough for the utensils.,0
Home_and_Kitchen,5.0,Works perfectly.  Easy to put in your art and hang.,0
Home_and_Kitchen,5.0,Great little rug!  I'd buy it again in different colors.,0
Home_and_Kitchen,4.0,Holds some gift wrap but not longer tubes which is disappointing.,0
Home_and_Kitchen,4.0,Belts never last long enough but this seems to work okay.,0
Home_and_Kitchen,5.0,"Such a great price, less expensive than renting & great quality",0
Home_and_Kitchen,4.0,Good for the price but doesn't soften up much after washing,0
Home_and_Kitchen,5.0,I love these sheets!!!!  Goes great with my star quilts,0
Home_and_Kitchen,5.0,Great mug - bigger than I thought it would be too!,0
Home_and_Kitchen,5.0,I gave this as a gift and my daughter loves hers.,0
Home_and_Kitchen,5.0,These are great!  Great space saver in our laundry room!,0
Home_and_Kitchen,5.0,Very flexible leading edge not quite as helpful under all conditions.,0
Home_and_Kitchen,1.0,bottom will not stay on.....zero customer service  do not buy,0
Home_and_Kitchen,4.0,"Very nice, elegant glass and does improve the taste of wine.",0
Home_and_Kitchen,5.0,excellent product if you are a side sleeper this is perfect,0
Home_and_Kitchen,5.0,When there not in the oven they make great place mats,0
Home_and_Kitchen,5.0,love it  it is so cute in my new bathroom,0
Home_and_Kitchen,5.0,Exactly as pictured! Sturdy and perfect for baking and cooking needs!,0
Home_and_Kitchen,5.0,Top notch artistry done on this bust from grand jesters studios.,0
Home_and_Kitchen,5.0,Love these and I get many comments on this spoon :-),0
Home_and_Kitchen,5.0,"Did not expect this table to  be this nice, Thanks",0
Home_and_Kitchen,5.0,Great product. Arrived on time and matched my shower curtain perfectly.,0
Home_and_Kitchen,5.0,a nice secondary vacuum for small apartments and reaching tight areas,0
Home_and_Kitchen,5.0,"Good size, good value for money. Looks great in my bar.",0
Home_and_Kitchen,3.0,"Somewhat hard to clean, not as convenient as I had hoped.",0
Home_and_Kitchen,5.0,Works Great with all my battery candles of the same brand.,0
Home_and_Kitchen,3.0,Ok pillow kind of too hard and firm not very soft,0
Home_and_Kitchen,5.0,"Perfection. Beyond easy to use, minimal effort, fast and perfect froth.",0
Home_and_Kitchen,5.0,Love this item. I smile every time I I use it,0
Home_and_Kitchen,5.0,Fleece blanket is cozy warm. It was exactly what I wanted.,0
Home_and_Kitchen,3.0,Noticed today top I'd bubbling up where a glass was set,0
Home_and_Kitchen,3.0,Great for weighing in lbs and oz not grams. Fast shipping.,0
Home_and_Kitchen,5.0,These were great. I just had to order a longer size.,0
Home_and_Kitchen,5.0,Nice sticks; used these for almost every meal; good for PHO.,0
Home_and_Kitchen,5.0,This is one of the best things I have ever bought,0
Home_and_Kitchen,4.0,Love it but too small.  Would love in larger size,0
Home_and_Kitchen,5.0,"Perfect for my candy buffet, and it will certainly be multipurpose.",0
Home_and_Kitchen,5.0,Works perfect. Use this for my EV cord in the garage,0
Home_and_Kitchen,1.0,Do not waste your money.  It broke after one month.,0
Home_and_Kitchen,4.0,"A little tacky, but on the shelf in the spare bathroom.",0
Home_and_Kitchen,3.0,Helps cool my memory mattress a little but not a lot.,0
Home_and_Kitchen,5.0,This is perfect. I wish I would have ordered it earlier.,0
Home_and_Kitchen,5.0,"Excellent packaging, Fast shipping , super quality for the right price.",0
Home_and_Kitchen,4.0,Good mix - my favorite is still the Goloka Nag Champa,0
Home_and_Kitchen,5.0,Just what the bride wanted came out nice with the engraving.,0
Home_and_Kitchen,4.0,"The color slightly different than I got,the website pictures looks better.",0
Home_and_Kitchen,5.0,"Really great, soft and warm. I love the feel of this blanket.",1
Home_and_Kitchen,1.0,"LESS THEN 1 YEAR OLD, BUT NO MORE!!  I've had mine for 2 months now",1
Home_and_Kitchen,5.0,"It's a pint. And it's a pint, too.

It's also a pint",1
Home_and_Kitchen,5.0,Perfect for what I needed. I love the look and feel of this pillow.,1
Home_and_Kitchen,5.0,Bought this just to pick up an old mattress and it was a nice piece of equipment. ,1
Home_and_Kitchen,2.0,the plastic rings either gone or destroyed the pieces.  I will keep my old ones as gifts.,1
Home_and_Kitchen,4.0,"Nice just more trouble then it looks, the finish is a bit thin, not the best quality.",1
Home_and_Kitchen,5.0,Great Seller. Item just like it.Great quality and just what I needed for my kitchen! ,1
Home_and_Kitchen,5.0,Very cute. Go with what you have. Not too big or too small.,1
Home_and_Kitchen,5.0,looks high end and feels nice. The only problem is that it's kind of hard to put,1
Home_and_Kitchen,5.0,"This mug is VERY nice.  I love the look and feel of it, and the size and",1
Home_and_Kitchen,4.0,It works really well it looks great and the materials are good.  I have a large one and,1
Home_and_Kitchen,5.0,Ordered this as a gift and it arrived on time. I will keep my review for the next,1
Home_and_Kitchen,4.0,Beautiful calming light. Not sure what it is. We love this blanket.,1
Home_and_Kitchen,1.0,I like the clock although it has the design flaw which is that it is a little hard to read,1
Home_and_Kitchen,5.0,Exactly as advertised. Better quality than the original. We love this blanket.,1
Home_and_Kitchen,5.0,Perfect solution to sorting his messes and the tools. I also love that it's removable and can,1
Home_and_Kitchen,5.0,"very cute item, going to go with the wide wooden legs for a nice dinner table.",1
Home_and_Kitchen,4.0,Beautious!  The perfect wall clock.  It's a good size and looks great in my,1
Home_and_Kitchen,2.0,Just OK. Am buying a second set.I love these containers.  They work well and look,1
Home_and_Kitchen,5.0,Great comforter especially when you are on the go.  I will keep my shelves in order,1
Home_and_Kitchen,5.0,"It's nice, fit just right, and the quality is good.

The only reason I",1
Home_and_Kitchen,5.0,These are very nice mugs.  They are very long and fit nicely on my shelves. ,1
Home_and_Kitchen,5.0,Easy to assemble.  Arrived on time and as described.  My husband and I have been,1
Home_and_Kitchen,5.0,I bought one for my daughter and it was very comfortable.  She also loves the way the bed,1
Home_and_Kitchen,5.0,Wife love s it. Packed it with the pieces and it was perfect.,1
Home_and_Kitchen,5.0,I love CrockPots that is perfect for the wide variety of containers.,1
Home_and_Kitchen,5.0,I hang it myself and it looks nice.  I've also used it for a few hours.,1
Home_and_Kitchen,5.0,"Using my second set of glasses, I thought they would be a nice addition to the kitchen. ",1
Home_and_Kitchen,5.0,Big mirror that fits perfectly into my cabinet.  I've also used this for a few years.,1
Home_and_Kitchen,4.0,Pretty good!  quite a few of the pieces are just too small.  I would recommend them,1
Home_and_Kitchen,5.0,This is the second one that I have bought and it is a nice piece of equipment.,1
Home_and_Kitchen,5.0,"Perfect size for hanging wreath, an easy to use and efficient way to make a small wreath",1
Home_and_Kitchen,5.0,"I ADORE these bowls, can't wait to make the next batch of cold drinks!This is",1
Home_and_Kitchen,5.0,They work great. I also use it as a measuring cup for measuring cupcakes.,1
Home_and_Kitchen,5.0,Nice fit in the hand.  I love the feel of the fabric.  The colors are just,1
Home_and_Kitchen,4.0,Great for the price!  We have had this for a few months now and have used it every,1
Home_and_Kitchen,5.0,I bought these for bottling wine.  I love them.  I also like the fact that,1
Home_and_Kitchen,5.0,Good padding and nice quality.  I love the feel of the fabric.  I would buy again,1
Home_and_Kitchen,5.0,I love this popcorn machine!  I love the popcorn and I will keep my popcorn in this one,1
Home_and_Kitchen,3.0,Nice but the size of the containers is a little small for a cup of tea.Very pretty.,1
Home_and_Kitchen,5.0,Much easier to use Can't go wrong with this product. I will keep my review for the next,1
Home_and_Kitchen,5.0,Great can opener that looks nice on the countertop. I will keep my opener in the drawer.,1
Home_and_Kitchen,5.0,"love it, just wish the handle was more wide. Very good quality.",1
Home_and_Kitchen,1.0,seems to have a defective seal. The only way to fix it is to just throw the container,1
Home_and_Kitchen,4.0,works great. But boy do I love the fact that you can't just turn it off and off,1
Home_and_Kitchen,5.0,"These are sturdy, snap into place, and are very comfortable.

The only reason I gave",1
Home_and_Kitchen,5.0,"These have worked out so well. The only problem is that they are small, and the one I",1
Home_and_Kitchen,5.0,"Great color and feel, very soft and great price.
I would recommend it.",0
Home_and_Kitchen,4.0,Very small but works if you don't have a lot of space.,0
Home_and_Kitchen,1.0,Burns the hell out of my hands. Doesn't work at high temps,0
Home_and_Kitchen,5.0,Works so fast. replaced the one I broke.,0
Home_and_Kitchen,5.0,This shower curtain is beautiful. Nice fabric. Looks great in my bathroom.,0
Home_and_Kitchen,4.0,Use it at work with our staff of 5. Holding up well.,0
Home_and_Kitchen,5.0,Great mug! Husband says it is one of his favorites.,0
Home_and_Kitchen,5.0,Worked out great for the small space I had in my closet!,0
Home_and_Kitchen,3.0,"Was a gift, so don't know how it is. It is beautiful.",0
Home_and_Kitchen,5.0,"This product actually works. Tried before and after use, definitely a difference.",0
Home_and_Kitchen,5.0,Very happy with the quality of the merchandise and the speedy delivery.,0
Home_and_Kitchen,5.0,"American made! Love that, now I just need the matching measuring cups",0
Home_and_Kitchen,3.0,Not enough for a whole pie. Would need two or three sets.,0
Home_and_Kitchen,5.0,Very impressed with the quality. Its a great size bag and durable.,0
Home_and_Kitchen,5.0,Does what it is suppose to do. Hot water in a flash,0
Home_and_Kitchen,4.0,"fantastic goblet, can store a lot of fluid like wine and beer!",0
Home_and_Kitchen,5.0,Doesn't get warm even after sitting on it for hours.,0
Home_and_Kitchen,5.0,I can't believe the low price for such quality!  Love it!,0
Home_and_Kitchen,4.0,This is a reorder. Rated before whwn originally purchase.,0
Home_and_Kitchen,5.0,Makes a good cup of coffee and takes any of the cups,0
Home_and_Kitchen,5.0,I ordered this for my husband...he loves the set...especially the noodle strainer:),0
Home_and_Kitchen,1.0,Plastic threads in the socket and the bulbs sent do not fit.,0
Home_and_Kitchen,3.0,Nice. haven't totally unpacked it yet. is a gift. Styrofoam all over the place.,0
Home_and_Kitchen,2.0,don't last long if you pull it along but otherwise it's ok,0
Home_and_Kitchen,5.0,Exactly what I was looking for.  Love that they are clear.,0
Home_and_Kitchen,5.0,These are great toilet brush holders. Sleek design and appear well made,0
Home_and_Kitchen,5.0,Excellent service; arrived quickly and as promised. This is a lovely lamp.,0
Home_and_Kitchen,5.0,I loved this! Small little cookie cutter - does its job perfectly.,0
Home_and_Kitchen,4.0,"Makes keeping track of shoes easier, up off the floor and visible.",0
Home_and_Kitchen,5.0,Wonderful product.  Shipped promptly.  Ordered about ten sets a gifts.,0
Home_and_Kitchen,3.0,"very slow toasting, my rye bread becomes rock hard before it's toasted.",0
Home_and_Kitchen,3.0,"I do find it a bit too soft, but overall it's ok.",0
Home_and_Kitchen,4.0,I bought 10 of them and one of the corners was broken.,0
Home_and_Kitchen,5.0,"I want more
The perfect pasta,cereal,ice cream,soup bowl ever perfect size for cereal",0
Home_and_Kitchen,5.0,I love the Blue Air product and these filter covers are awesome!,0
Home_and_Kitchen,5.0,Love it! Good quality and nice soft night light and noise variations,0
Home_and_Kitchen,2.0,worked OK the one time before it fell apart and became unusable,0
Home_and_Kitchen,5.0,Is s good strong suction vacuume. World's good an the carpet also.,0
Home_and_Kitchen,5.0,Nice floral. no dead heading and no watering.,0
Home_and_Kitchen,5.0,The lghts work beautifully and are very bright.,0
Home_and_Kitchen,5.0,Worked for my rum infused chocolate covered strawberries and molded chocolate hearts.,0
Home_and_Kitchen,5.0,The shells are beautiful and just what I'm looking for.  Thanks.,0
Home_and_Kitchen,5.0,"Good quality, great price.  A tad loose on my 15"" mattress.",0
Home_and_Kitchen,5.0,very sturdy and a great addition to our eat in breakfast nook.,0
Home_and_Kitchen,5.0,"Classic, sturdy and functional.  Perfect for keeping honey at room temperature.",0
Home_and_Kitchen,5.0,"Wonderful!!!!! Great size, throw them in the dishwasher - these area GREAT!!!!!",0
Home_and_Kitchen,1.0,This one came to me broken!! The handle was a broken piece!,0
Home_and_Kitchen,5.0,"Sturdy,  holds all my Camis and makes them easy to access.",0
Home_and_Kitchen,5.0,Beautiful shower curtain. Just what I wanted. Looks good in my bathroom.,1
Home_and_Kitchen,5.0,I have used these containers for a couple of weeks and I really love them. I have one in,1
Home_and_Kitchen,5.0,Love the way the top holds the suction cups. I also love that the suction cups are,1
Home_and_Kitchen,5.0,"Love the candles...have ordered more...also, have had the candles burn for a couple of weeks",1
Home_and_Kitchen,5.0,"Used as a white elephant, it's just too thin for my liking.",1
Home_and_Kitchen,5.0,My daughters loves it!  We have had it for a few months now and it's been great,1
Home_and_Kitchen,5.0,"For a single cup of coffee, you can feel the coffee taste fresher, the coffee tastes lighter",1
Home_and_Kitchen,1.0,Not what I expected my old ones to be. I will keep them for the future.,1
Home_and_Kitchen,5.0,unpacked and used as soon as it arrived.  I was a little surprised how well this one,1
Home_and_Kitchen,2.0,"Very flimsy for blackout curtains. Not an easy task to put together. Also, the dimensions are",1
Home_and_Kitchen,5.0,"A standard christmas present for a friend, she loves it.

The only reason I gave",1
Home_and_Kitchen,5.0,"Looks fantastic in my guest room. The only problem is that it's not really a vacuum, but",1
Home_and_Kitchen,5.0,So easy to put up!  I love the look and feel of this pillow.,1
Home_and_Kitchen,5.0,I absolutely love it.  We have had it for a few months now and it's been great,1
Home_and_Kitchen,5.0,"Fits my 32 oz. Ozark, and I love the fact that it comes with a small",1
Home_and_Kitchen,5.0,Such an amazing product and looks amazing in the kitchen. I will definitely buy again!Very pretty.,1
Home_and_Kitchen,5.0,Perfect size for eggs for a couple of reasons.  I need a lot of egg whites and they,1
Home_and_Kitchen,5.0,"Great straws - very durable and will last a long time.

The only reason I gave",1
Home_and_Kitchen,4.0,Does the job but thinner than a professional blender?  I will say that it's a pretty good,1
Home_and_Kitchen,5.0,Nicely made.  Great for keeping an open space on a shelf.  Very well made.,1
Home_and_Kitchen,4.0,Fits well and seems to last a long time. Very good quality.,1
Home_and_Kitchen,5.0,"I love this, perfect for what I need.  I've had mine for a couple of years",1
Home_and_Kitchen,4.0,"they look pretty, will see some wear and tear on them but overall they are just the right size",1
Home_and_Kitchen,5.0,Excellent product - my second. I love the look and feel of this pillow.,1
Home_and_Kitchen,5.0,so ergonomically correct are these.  The only problem is that they are not really the same,1
Home_and_Kitchen,5.0,"Mom loves it and is perfect for the summer.Very good quality.Nice, sturdy, and sturdy",1
Home_and_Kitchen,1.0,Tiny spatulas. Unless you are using a professional spatula you will need to make sure the,1
Home_and_Kitchen,5.0,"Purchased for my 10-year-old daughter, who has arthritis in her hands. ",1
Home_and_Kitchen,5.0,"Easy to set up, sturdy, and easy to clean. I will be purchasing more!Very pretty",1
